,Title,Series,Number,Status,Release Date,PDF Link
423,Computer Security Training & Awareness Course Compendium,IR,4846,Final,5/01/1992,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4846.pdf
424,PBX Administrator’s Security Standards,IR,4816,Final,4/01/1992,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4816.pdf
425,A Formal Description of the SDNS Security Protocol at Layer 4 (SP4),IR,4792,Final,3/01/1992,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4792.pdf
426,A Review of U.S. and European Security Evaluation Criteria,IR,4774,Final,3/01/1992,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4774.pdf
427,Privacy Protection in the United States: A 1991 Survey of Laws and Regulations Affecting Privacy in the Public and Private Sector Including a List of All Relevant Officials,IR,4781,Final,2/01/1992,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4781.pdf
428,Foundations of a Security Policy for Use of the National Research and Educational Network,IR,4734,Final,2/01/1992,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4734.pdf
429,Sample Statement of Work for Federal Computer Security Services: For use In-House or Contracting Out,IR,4749,Final,12/01/1991,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4749.pdf
430,Glossary of Computer Security Terminology,IR,4659,Final,9/01/1991,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4659.pdf
431,Standard Security Label for GOSIP: an Invitational Workshop,IR,4614,Final,6/01/1991,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4614.pdf
432,Computer Security: Selected Articles,IR,4545,Final,4/01/1991,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4545.pdf
433,National Aeronautics and Space Administration's (NASA) Automated Information Security Handbook,IR,4518,Final,3/01/1991,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4518.pdf
434,U.S. Department of Commerce: Methodology for Certifying Sensitive Computer Applications,IR,4451,Final,11/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4451.pdf
435,SRI International: Improving the Security of Your UNIX System,IR,4453,Final,11/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4453.pdf
436,1989 Computer Security and Privacy Plans (CSPP) Review Project: A First-Year Federal Response to the Computer Security Act of 1987 (Final Report),IR,4409,Final,9/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4409.pdf
437,U.S. Department of Justice Simplified Risk Analysis Guidelines,IR,4387,Final,8/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4387.pdf
438,"Domestic Disaster Recovery Plan for PCs, OIS, and Small VS systems",IR,4359,Final,8/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4359.pdf
439,Automated Information System Security Accreditation Guidelines,IR,4378,Final,8/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4378.pdf
440,A Conformance Test for FDDI Medium Access Control (MAC),IR,4267,Final,7/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir90-4267.pdf
441,Security Labels for Open Systems: an Invitational Workshop,IR,4362,Final,6/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4362.pdf
442,U.S. Department of Energy Risk Assessment Methodology,IR,4325,Final,5/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir4325.pdf
443,Secure Data Network Systems (SDNS) Key Management Documents,IR,4262,Final,2/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir90-4262.pdf
444,Secure Data Network Systems (SDNS) Access Control Documents,IR,4259,Final,2/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir90-4259.pdf
445,"Secure Data Network Systems (SDNS) Network, Transport, and Message Security Protocols",IR,4250,Final,2/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir90-4250.pdf
446,Prototyping SP4: a Secure Data Network System Transport Protocol Interoperability Demonstration Project,IR,4228,Final,1/01/1990,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir90-4228.pdf
447,Report of the Workshop on Cryptography in Support of Computer Security,IR,1291,Final,9/01/1977,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nbsir77-1291.pdf
448,Report of the Workshop on Estimation of Significant Advances in Computer Technology,IR,1189,Final,12/01/1976,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nbsir76-1189.pdf
449,A Computer Model to Determine Low Cost Techniques to Comply with the Privacy Act of 1974,IR,985,Final,2/01/1976,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nbsir76-985.pdf
450,Index of Automated System Design Requirements as Derived from the OMB Privacy Act Implementation Guidelines,IR,909,Final,10/01/1975,https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nbsir75-909.pdf
451,Fiscal Year 2023 Cybersecurity and Privacy Annual Report,SP,800-229,Final,5/20/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-229.pdf
452,Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations,SP,800-171 Rev. 3,Final,5/14/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-171r3.pdf
453,Assessing Security Requirements for Controlled Unclassified Information,SP,800-171A Rev. 3,Final,5/14/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-171Ar3.pdf
454,[Supplement 1] Incorporating Syncable Authenticators into NIST SP 800-63B: Digital Identity Guidelines — Authentication and Lifecycle Management,SP,800-63B,Final,4/22/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-63Bsup1.pdf
455,NIST Cybersecurity Framework 2.0: Small Business Quick-Start Guide,SP,1300,Final,2/26/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1300.pdf
456,NIST Cybersecurity Framework 2.0: Quick-Start Guide for Creating and Using Organizational Profiles,SP,1301,Final,2/26/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1300.pdf
457,NIST Cybersecurity Framework 2.0: Resource and Overview Guide,SP,1299,Final,2/26/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1299.pdf
458,Data Confidentiality: Identifying and Protecting Assets Against Data Breaches,SP,1800-28,Final,2/23/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-28.pdf
459,"Data Confidentiality: Detect, Respond to, and Recover from Data Breaches",SP,1800-29,Final,2/23/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-29.pdf
460,Implementing the Health Insurance Portability and Accountability Act (HIPAA) Security Rule: A Cybersecurity Resource Guide,SP,800-66 Rev. 2,Final,2/14/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-66r2.pdf
461,Strategies for the Integration of Software Supply Chain Security in DevSecOps CI/CD Pipelines,SP,800-204D,Final,2/12/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-204D.pdf
462,"High-Performance Computing Security: Architecture, Threat Analysis, and Security Posture",SP,800-223,Final,2/09/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-223.pdf
463,Recommendation for Key Derivation Using Pseudorandom Functions,SP,800-108 Rev. 1,Final,2/02/2024,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-108r1-upd1.pdf
464,Enterprise Impact of Information and Communications Technology Risk: Governing and Managing ICT Risk Programs Within an Enterprise Risk Portfolio,SP,800-221,Final,11/17/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-221.pdf
465,Information and Communications Technology (ICT) Risk Outcomes: Integrating ICT Risk Management Programs with the Enterprise Risk Portfolio,SP,800-221A,Final,11/17/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-221A.pdf
466,Cryptographic Module Validation Program (CMVP) Security Policy Requirements: CMVP Validation Authority Updates to ISO/IEC 24759 and ISO/IEC 19790 Annex B,SP,800-140B Rev. 1,Final,11/17/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140Br1.pdf
467,Guide to Operational Technology (OT) Security,SP,800-82 Rev. 3,Final,9/28/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-82r3.pdf
468,Mobile Device Security: Bring Your Own Device (BYOD),SP,1800-22,Final,9/28/2023,https://csrc.nist.govhttp://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-22.pdf
469,De-Identifying Government Datasets: Techniques and Governance,SP,800-188,Final,9/14/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-188.pdf
470,A Zero Trust Architecture Model for Access Control in Cloud-Native Applications in Multi-Cloud Environments,SP,800-207A,Final,9/13/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207A.pdf
471,Cryptographic Module Validation Program (CMVP)-Approved Security Functions: CMVP Validation Authority Updates to ISO/IEC 24759,SP,800-140C Rev. 2,Final,7/25/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140Cr2.pdf
472,Cryptographic Module Validation Program (CMVP)-Approved Sensitive Security Parameter Generation and Establishment Methods: CMVP Validation Authority Updates to ISO/IEC 24759,SP,800-140D Rev. 2,Final,7/25/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140Dr2.pdf
473,Automated Secure Configuration Guidance from the macOS Security Compliance Project (mSCP),SP,800-219 Rev. 1,Final,7/20/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-219r1.pdf
474,Fiscal Year 2022 Cybersecurity and Privacy Annual Report,SP,800-225,Final,5/30/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-225.pdf
475,Recommendations for Federal Vulnerability Disclosure Guidelines,SP,800-216,Final,5/24/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-216.pdf
476,Guidelines for Managing the Security of Mobile Devices in the Enterprise,SP,800-124 Rev. 2,Final,5/17/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-124r2.pdf
477,Recommendations for Discrete Logarithm-based Cryptography: Elliptic Curve Domain Parameters,SP,800-186,Final,2/03/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-186.pdf
478,"Federal Cybersecurity Role-Based Training Approaches, Successes, and Challenges",SP,1288,Final,1/11/2023,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1288.pdf
479,Validating the Integrity of Computing Devices,SP,1800-34,Final,12/09/2022,https://csrc.nist.govhttp://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-34.pdf
480,Guide to a Secure Enterprise Network Landscape,SP,800-215,Final,11/17/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-215.pdf
481,Engineering Trustworthy Secure Systems,SP,800-160 Vol. 1 Rev. 1,Final,11/16/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-160v1r1.pdf
482,Fiscal Year 2021 Cybersecurity and Privacy Annual Report,SP,800-220,Final,9/26/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-220.pdf
483,Cybersecurity Supply Chain Risk Management Practices for Systems and Organizations,SP,800-161 Rev. 1,Final,5/05/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-161r1.pdf
484,Trusted Cloud: Security Practice Guide for VMware Hybrid Cloud Infrastructure as a Service (IaaS) Environments,SP,1800-19,Final,4/20/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-19.pdf
485,Guide to Enterprise Patch Management Planning: Preventive Maintenance for Technology,SP,800-40 Rev. 4,Final,4/06/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-40r4.pdf
486,Improving Enterprise Patching for General IT Systems: Utilizing Existing Tools and Performing Processes in Better Ways,SP,1800-31,Final,4/06/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-31.pdf
487,Protecting Information and System Integrity in Industrial Control System Environments: Cybersecurity for the Manufacturing Sector,SP,1800-10,Final,3/16/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-10.pdf
488,Assessing Enhanced Security Requirements for Controlled Unclassified Information,SP,800-172A,Final,3/15/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-172A.pdf
489,Implementation of DevSecOps for a Microservices-based Application with Service Mesh,SP,800-204C,Final,3/08/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-204C.pdf
490,Securing Telehealth Remote Patient Monitoring Ecosystem,SP,1800-30,Final,2/22/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-30.pdf
491,Secure Software Development Framework (SSDF) Version 1.1: Recommendations for Mitigating the Risk of Software Vulnerabilities,SP,800-218,Final,2/03/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-218.pdf
492,Securing Distributed Energy Resources: An Example of Industrial Internet of Things Cybersecurity,SP,1800-32,Final,2/02/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-32.pdf
493,Assessing Security and Privacy Controls in Information Systems and Organizations,SP,800-53A Rev. 5,Final,1/25/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53Ar5.pdf
494,Guide to Bluetooth Security,SP,800-121 Rev. 2,Final,1/19/2022,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-121r2-upd1.pdf
495,Developing Cyber-Resilient Systems: A Systems Security Engineering Approach,SP,800-160 Vol. 2 Rev. 1,Final,12/09/2021,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-160v2r1.pdf
496,IoT Device Cybersecurity Guidance for the Federal Government: Establishing IoT Device Cybersecurity Requirements,SP,800-213,Final,11/29/2021,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-213.pdf
497,IoT Device Cybersecurity Guidance for the Federal Government: IoT Device Cybersecurity Requirement Catalog,SP,800-213A,Final,11/29/2021,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-213A.pdf
498,2020 Cybersecurity and Privacy Annual Report,SP,800-214,Final,9/28/2021,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-214.pdf
499,Mobile Application Single Sign-On: Improving Authentication for Public Safety First Responders,SP,1800-13,Final,8/25/2021,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-13.pdf
500,Attribute-based Access Control for Microservices-based Applications using a Service Mesh,SP,800-204B,Final,8/06/2021,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-204B.pdf
501,Getting Started with the NIST Cybersecurity Framework: A Quick Start Guide,SP,1271,Final,8/06/2021,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1271.pdf
502,Managing the Security of Information Exchanges,SP,800-47 Rev. 1,Final,7/20/2021,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-47r1.pdf
503,Securing Small-Business and Home Internet of Things (IoT) Devices: Mitigating Network-Based Attacks Using Manufacturer Usage Description (MUD),SP,1800-15,Final,5/26/2021,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-15.pdf
504,Securing Property Management Systems,SP,1800-27,Final,3/30/2021,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-27.pdf
505,Enhanced Security Requirements for Protecting Controlled Unclassified Information: A Supplement to NIST Special Publication 800-171,SP,800-172,Final,2/02/2021,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-172.pdf
506,Securing Picture Archiving and Communication System (PACS): Cybersecurity for the Healthcare Sector,SP,1800-24,Final,12/21/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-24.pdf
507,Security and Privacy Controls for Information Systems and Organizations,SP,800-53 Rev. 5,Final,12/10/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53r5.pdf
508,Control Baselines for Information Systems and Organizations,SP,800-53B,Final,12/10/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53B.pdf
509,Data Integrity: Detecting and Responding to Ransomware and Other Destructive Events,SP,1800-26,Final,12/08/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-26.pdf
510,Data Integrity: Identifying and Protecting Assets Against Ransomware and Other Destructive Events,SP,1800-25,Final,12/08/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-25.pdf
511,Workforce Framework for Cybersecurity (NICE Framework),SP,800-181 Rev. 1,Final,11/16/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-181r1.pdf
512,Recommendation for Stateful Hash-Based Signature Schemes,SP,800-208,Final,10/29/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-208.pdf
513,Security Guidelines for Storage Infrastructure,SP,800-209,Final,10/26/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-209.pdf
514,Data Integrity: Recovering from Ransomware and Other Destructive Events,SP,1800-11,Final,9/22/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-11.pdf
515,Mobile Device Security: Corporate-Owned Personally-Enabled (COPE),SP,1800-21,Final,9/15/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-21.pdf
516,2019 NIST/ITL Cybersecurity Program Annual Report,SP,800-211,Final,8/24/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-211.pdf
517,Improving Veteran Transitions to Civilian Cybersecurity Roles: Workshop Report,SP,1500-16,Final,8/20/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1500-16.pdf
518,Recommendation for Key-Derivation Methods in Key-Establishment Schemes,SP,800-56C Rev. 2,Final,8/18/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-56Cr2.pdf
519,Zero Trust Architecture,SP,800-207,Final,8/11/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf
520,General Access Control Guidance for Cloud Systems,SP,800-210,Final,7/31/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-210.pdf
521,Guide to IPsec VPNs,SP,800-77 Rev. 1,Final,6/30/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-77r1.pdf
522,Securing Web Transactions: TLS Server Certificate Management,SP,1800-16,Final,6/16/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-16.pdf
523,Recommendation for Cryptographic Key Generation,SP,800-133 Rev. 2,Final,6/04/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-133r2.pdf
524,Building Secure Microservices-based Applications Using Service-Mesh Architecture,SP,800-204A,Final,5/27/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-204A.pdf
525,Assessing Information Security Continuous Monitoring (ISCM) Programs: Developing an ISCM Program Assessment,SP,800-137A,Final,5/21/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-137A.pdf
526,"Energy Sector Asset Management: For Electric Utilities, Oil & Gas Industry",SP,1800-23,Final,5/20/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1800-23.pdf
527,Recommendation for Key Management: Part 1 – General,SP,800-57 Part 1 Rev. 5,Final,5/04/2020,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-57pt1r5.pdf
